Facility ID,Tenant ID,Facility Chemical Storage Location ID,Facility Chemical ID,Storage Location ID,Unit,Max Amount,Storage Type,Storage Type Description,Pressure,Temperature
,,e5b12e53-93aa-4e57-bf6f-cbf4c2f5f2cf,b91cb2dc-474a-44ce-93f9-bd1e5bc2a407,0619dfd3-b19b-4491-a6f8-f8674b00dea7,GALLONS,15,PLASTIC_BOTTLE,BIN "OIL" IN PARTS DEPT,AMBIENT_PRESSURE,AMBIENT_TEMPERATURE
,,af9f87c0-2f1d-4a45-b8e1-d4a90ccb42f4,73796a46-adae-47a2-85a3-a8596403a6c0,0adf3237-f395-47b4-8509-3a15569967be,GALLONS,14,PLASTIC_BOTTLE,BIN "OIL" IN PARTS DEPT ,AMBIENT_PRESSURE,AMBIENT_TEMPERATURE
,,38708fd4-109c-43b2-a428-ea0b2dd86ac7,ab982817-3837-4147-a7e9-738d5bd07bf4,90d352f0-46f3-4d4e-8a04-c9db477e98ee,GALLONS,1,PLASTIC_BOTTLE,BIN "OIL" IN PARTS DEPT ,AMBIENT_PRESSURE,AMBIENT_TEMPERATURE
,,439a7630-2f6f-4114-836c-9decaa13933e,126faa5c-30f8-4324-ab86-b02b68d5186c,521bd440-e093-4879-bc8f-770f6642d574,GALLONS,24,PLASTIC_BOTTLE,BIN A100 IN PARTS DEPT,AMBIENT_PRESSURE,AMBIENT_TEMPERATURE
,,a12c3a16-804b-42b3-b1ec-22b1a0238cd0,f576ce3e-0cd9-43d3-a760-12004047d3b2,93dc9087-1350-4a9d-862a-d2248c4ea6b7,QUARTS,24,PLASTIC_BOTTLE, Parts dept bin 100,AMBIENT_PRESSURE,AMBIENT_TEMPERATURE
,,0b55b005-ba5e-4299-ac6f-77d82784b7df,f021e49a-0ee3-49fc-8741-2aa702fd7866,263ca7fb-9ef2-40f2-8db8-d46b840aa232,GALLONS,0,PLASTIC_BOTTLE,BIN A100 IN PARTS DEPT ,AMBIENT_PRESSURE,AMBIENT_TEMPERATURE
,,7c828784-42d8-4180-ac2c-1d63046379a1,8c6f990e-ef39-400b-bf25-05e8ed325445,1097fea1-773c-4659-bca7-1b33823346fd,QUARTS,3,PLASTIC_BOTTLE,BIN A100 IN PARTS DEPT ,AMBIENT_PRESSURE,AMBIENT_TEMPERATURE
,,3244d7f9-ace6-41d5-b737-a261e9bf0d73,78b7d6d9-6c1b-4e8e-a275-0536e6007bc6,44795f30-6638-4de7-a94e-a468f95bb9ed,GALLONS,13,PLASTIC_BOTTLE,BIN A100 IN PARTS DEPT,AMBIENT_PRESSURE,AMBIENT_TEMPERATURE
,,560fe097-8c6f-45e1-8d1b-c2f7cfcef480,3572a26e-f0b5-45a6-9f4b-537080ad01a7,6324aed0-da29-4444-bd5d-387e6f1ae797,GALLONS,2,PLASTIC_BOTTLE,BIN "OIL" IN PARTS DEPT ,AMBIENT_PRESSURE,AMBIENT_TEMPERATURE
,,c46c60d7-f924-49d5-be22-d5d39fe80943,03a1f46f-7eef-4386-831d-596de684311c,4cb3c780-a300-455c-aec3-3b788ba0d06b,GALLONS,8,PLASTIC_BOTTLE,BIN "OIL" IN PARTS DEPT,AMBIENT_PRESSURE,AMBIENT_TEMPERATURE
,,84fe5c1d-13da-4451-8283-715c70d962d4,18ceda4c-75fd-4b7e-b5e0-2122b92db8f0,80783e37-000a-4338-ba09-54a1ebaa82ae,CUBIC_FEET,80,CYLINDER,NORTH WALL OF THE MAIN SHOP,AMBIENT_PRESSURE,AMBIENT_TEMPERATURE
,,bc7a0d89-c48e-4c60-b8e4-0ad9b6bb2bd5,f58c4f87-1b9f-4578-8dd7-794ad56adc35,81935224-4b24-4724-b9ec-831d5ea52dc1,GALLONS,60,PLASTIC_BOTTLE,BIN "OIL" IN PARTS DEPT,AMBIENT_PRESSURE,AMBIENT_TEMPERATURE
,,f8c9d834-c0fa-4997-bb0b-a90356764d01,f5e52940-f35e-4e23-843b-539952704202,0bb42504-47d0-4562-a529-991853bc8109,GALLONS,157,PLASTIC_BOTTLE,BIN A100 IN PARTS DEPT,AMBIENT_PRESSURE,AMBIENT_TEMPERATURE
,,100216e3-2a01-43c6-a67b-151984f179eb,d2788d9e-c2d3-47c9-92b3-c8d8e35d7633,f3acae77-fe57-4fa2-8fbb-6c7060f4d387,POUNDS,0,CASE,In 3 onsite forklifts,AMBIENT_PRESSURE,AMBIENT_TEMPERATURE
,,dca69b43-094f-4560-a7cb-29ed3570ddb5,f2f56f71-131c-4e0d-8d40-14d38c0c6f0e,19ac9131-67a2-42a4-84d4-d1082cab6a20,GALLONS,0,STEEL_DRUM,Outside of Detail Shop,AMBIENT_PRESSURE,AMBIENT_TEMPERATURE
,,0184c2d3-7329-4912-ac7e-b1bcf5552497,9d0e4066-42b6-40d8-b59f-c934453dd9cb,11e2d6ca-e407-455a-ae17-2a727477ed71,GALLONS,3000,ABOVEGROUND_STORAGE_TANK,Service Department,AMBIENT_PRESSURE,AMBIENT_TEMPERATURE
,,5941bd18-e076-46d3-acd5-543b388a9571,c303144b-3c63-42c9-9432-3d26216980c8,b156f0e8-99d6-465d-a31d-16cde8579101,CUBIC_FEET,397,CYLINDER,Service Department,AMBIENT_PRESSURE,AMBIENT_TEMPERATURE
,,c4c42e17-d411-4b1d-a371-d8c5cb91c166,c2b42566-2de3-4d10-ba4f-75d6d44b4b11,a45d509c-4cca-4c00-b057-5c449c705fa1,GALLONS,0,STEEL_DRUM,Service Department,AMBIENT_PRESSURE,AMBIENT_TEMPERATURE
,,f2372ed2-61b8-49ba-9ef9-ded350b89cd1,802cea6c-2ff5-4716-9f88-9028e7aa3d13,10fed2ef-a440-46f0-8d67-265151b07e1a,GALLONS,0,STEEL_DRUM,,AMBIENT_PRESSURE,AMBIENT_TEMPERATURE
,,65bee424-e55b-4e8b-9bb2-403ad694433a,f8ca3b1e-cc71-45c8-b8c5-09e399614d05,f026f39f-4a0b-4cd7-86a5-73685df45b3d,GALLONS,0,STEEL_DRUM,,AMBIENT_PRESSURE,AMBIENT_TEMPERATURE
,,a53fce57-62a1-474a-afc1-76935f3ad1c0,bc29757e-a021-462f-9b7d-cae7d9e388bd,6b0c32ea-6716-442c-aac6-773eb137f8dd,GALLONS,0,STEEL_DRUM,,AMBIENT_PRESSURE,AMBIENT_TEMPERATURE
,,b4dfaee3-08bf-4728-b8ee-361320b7e09b,f3dde940-a506-4b3e-8e95-0c4201c87754,aa855940-e9a0-4ded-bf59-a17e2dff2fdc,GALLONS,0,STEEL_DRUM,,AMBIENT_PRESSURE,AMBIENT_TEMPERATURE
,,10e17f65-854e-4eda-b2b8-acd18466e7f0,61eed175-191a-4036-819f-46bb0ab81046,2048e143-01cd-4e20-9a12-c68b8f76a541,GALLONS,0,STEEL_DRUM,,AMBIENT_PRESSURE,AMBIENT_TEMPERATURE
,,a2c7d634-7ef3-4d7c-abd6-4db46013634b,eb9d02d8-c278-4d90-af90-c9c2144b50a5,8bd333f8-496f-4b4d-8acf-949715058db4,GALLONS,0,STEEL_DRUM,,AMBIENT_PRESSURE,AMBIENT_TEMPERATURE
,,b9f01068-e631-4dfa-aae2-d3c6ebd5ed2a,10d5d2bf-d051-4a5e-b312-539eb7b93b07,57cc5613-d3fa-4e5e-9f27-0808e40d753b,GALLONS,0,STEEL_DRUM,,AMBIENT_PRESSURE,AMBIENT_TEMPERATURE
,,bc4ee8db-29fb-48bd-87c4-2153fa2f9766,2084fbbe-779b-439f-a911-8249094119a2,7518e380-4262-459e-9f57-f5ff1ec193d1,GALLONS,0,STEEL_DRUM,,AMBIENT_PRESSURE,AMBIENT_TEMPERATURE
,,fc13370f-3387-401d-95d2-2f1c2db21d61,6c6fe111-5090-44ff-90b5-914a5e94e045,aa098e36-66ff-40f3-8dd6-066e9b10b73e,GALLONS,0,STEEL_DRUM,,AMBIENT_PRESSURE,AMBIENT_TEMPERATURE
,,44cac1ef-679a-4e5c-be3a-403345165a34,074ca0a6-7bda-485c-a58c-ece527fa183b,0416010a-6462-459d-919f-192f3c54144b,GALLONS,0,STEEL_DRUM,,AMBIENT_PRESSURE,AMBIENT_TEMPERATURE
,,46d630b0-b8ec-4af2-8b86-bc2ad2fe1f60,d16acd13-3517-44ad-b001-5cf64e94f5b5,f2169abc-4cda-4503-9dc9-68d141e35872,GALLONS,0,STEEL_DRUM,,AMBIENT_PRESSURE,AMBIENT_TEMPERATURE
,,8e3aae3a-2d51-47b3-85ce-dba29ee6ed98,7b82b83a-701d-4c96-b593-76c8a11815c6,6246baf2-8ed2-4e35-b124-e32c11f52810,GALLONS,0,STEEL_DRUM,,AMBIENT_PRESSURE,AMBIENT_TEMPERATURE
,,bbf40b93-4f2f-4dec-afe1-e08f292d5cfd,18d6fb58-3996-4d50-a5e1-09dbe80bbfb4,021ea61d-2746-419d-b023-4db819383adb,GALLONS,0,STEEL_DRUM,,AMBIENT_PRESSURE,AMBIENT_TEMPERATURE
,,2d4ae2c0-923a-4ace-b49c-1d463385f0b8,34f70028-f1a4-4621-9b6f-db911d727dd6,913a1d95-6925-4961-90b4-ddae125784f7,GALLONS,0,STEEL_DRUM,,AMBIENT_PRESSURE,AMBIENT_TEMPERATURE
,,69999ea0-92c3-4a96-aedc-da7ef3e60ee3,d5273d47-563b-49f4-a010-1d116a1cd25e,19e1fda9-f23b-4139-9408-5fa7ab63c251,GALLONS,0,STEEL_DRUM,,AMBIENT_PRESSURE,AMBIENT_TEMPERATURE
,,ec605280-6799-4e61-abab-ebeaf247309f,214088de-7213-4102-9bc5-3b1bc03dcffd,7f5a21fc-b8a4-4684-a805-6f7911727232,GALLONS,0,STEEL_DRUM,,AMBIENT_PRESSURE,AMBIENT_TEMPERATURE
,,83c9fa37-ab53-4e29-8c33-c45cc46d93f2,31d1e477-b36c-463a-a0e2-1f4820650aff,903f85e4-e661-44b3-acf9-3ebda5d5e13b,GALLONS,0,STEEL_DRUM,,AMBIENT_PRESSURE,AMBIENT_TEMPERATURE
,,65e2fd5e-c394-4c74-b636-da5e64a8f221,5f47d5d0-0de0-494f-9776-9f14c0b18f6f,e9b10598-4d24-4da4-a76e-5598160fb0d7,GALLONS,0,STEEL_DRUM,,AMBIENT_PRESSURE,AMBIENT_TEMPERATURE
,,2d143ce3-6f66-4e87-9cb4-e6a5a0648ad2,67a6c854-142a-4811-ace6-11951daa6c29,ec70eac4-3018-4b38-8ba4-e59632c85fa7,GALLONS,0,STEEL_DRUM,,AMBIENT_PRESSURE,AMBIENT_TEMPERATURE
,,97b0d27e-fdfa-4f67-9dda-fb05577f052f,9b16bb94-ca8b-47e9-ace4-94a6a472cc7f,b8d7cc28-3ac8-474a-8d5a-b476737fa6c7,GALLONS,0,STEEL_DRUM,,AMBIENT_PRESSURE,AMBIENT_TEMPERATURE
,,ef83892f-14d5-4fea-8ff0-ece0dfbaab4f,f576ce3e-0cd9-43d3-a760-12004047d3b2,fa301705-ac6a-4262-8d4d-3f9a2a73897f,GALLONS,0,STEEL_DRUM,,AMBIENT_PRESSURE,AMBIENT_TEMPERATURE
,,0d785d8d-3446-4e32-8abf-613a383ecf7d,8c6f990e-ef39-400b-bf25-05e8ed325445,371a3269-c7a8-4f24-a37b-4c52443b2458,GALLONS,0,STEEL_DRUM,,AMBIENT_PRESSURE,AMBIENT_TEMPERATURE
,,cb0774c5-a924-412a-9833-11aba4bb59f7,ddcbfa42-5fc4-414f-ba4c-9481ff5e06ca,4d36a41f-cc73-4d39-a57c-87ce1c532aac,GALLONS,0,STEEL_DRUM,,AMBIENT_PRESSURE,AMBIENT_TEMPERATURE
,,8e1cd2ef-aeed-4201-8510-a1e4e8b5f170,9a98a9e3-45a2-4646-ba58-71bca31e7fc1,e8e9cf39-70cd-4afd-91db-940ed4822c4b,CUBIC_FEET,397,CYLINDER,,AMBIENT_PRESSURE,AMBIENT_TEMPERATURE
,,adccd56a-47fa-40c2-8a91-717e7b569aed,3483a027-dfb5-402e-a4af-7fc1a5ff756f,316f3769-1f4f-4137-a5c7-d6e6199aad7c,GALLONS,0,STEEL_DRUM,,AMBIENT_PRESSURE,AMBIENT_TEMPERATURE
,,ff387e1d-e450-4d8e-a4ec-88404ccc9b74,5a1a502f-ca7c-4294-be2c-4a1e58022d58,eae6b60b-ac3a-4aea-84c5-204065267430,GALLONS,0,STEEL_DRUM,,AMBIENT_PRESSURE,AMBIENT_TEMPERATURE
,,d2950403-857a-4e05-a7f0-e9944fe518f0,711943c2-d141-4218-b1d0-ff80b39975e6,57667de0-ad34-4fd4-8558-13e722e95010,GALLONS,0,STEEL_DRUM,,AMBIENT_PRESSURE,AMBIENT_TEMPERATURE
,,3ab861e1-784c-4466-a2f7-89d9be770dc5,78b7d6d9-6c1b-4e8e-a275-0536e6007bc6,1eeef012-7da3-4c32-ad47-1052a8da99dd,GALLONS,0,STEEL_DRUM,,AMBIENT_PRESSURE,AMBIENT_TEMPERATURE
,,7f80f71a-d0cb-412c-bb97-f3eac75fffd2,3572a26e-f0b5-45a6-9f4b-537080ad01a7,cf566ee3-9e61-48a0-bfe0-135022a8ac2e,GALLONS,0,STEEL_DRUM,,AMBIENT_PRESSURE,AMBIENT_TEMPERATURE
,,6af259df-5aeb-4938-a90e-b657e704d629,03a1f46f-7eef-4386-831d-596de684311c,cfda145d-7842-41f5-847d-11db14445857,GALLONS,0,STEEL_DRUM,,AMBIENT_PRESSURE,AMBIENT_TEMPERATURE
,,5d938330-8ed7-4293-a07a-a0cbfe8dd54d,ccd2f213-21c9-486a-9c1e-4bb426655d26,d8987078-9d44-4831-8a36-6fee8089ef6f,GALLONS,0,STEEL_DRUM,,AMBIENT_PRESSURE,AMBIENT_TEMPERATURE
,,93bdd918-bead-4306-a486-a2767dc53b1e,c25bd4c5-5f4b-4224-9130-bd9f21d1c52a,17163439-8457-4031-a6d0-f2e7f5690d82,GALLONS,0,STEEL_DRUM,,AMBIENT_PRESSURE,AMBIENT_TEMPERATURE
,,d42658a0-8a63-46e5-9e26-6f0a2946d23c,18ceda4c-75fd-4b7e-b5e0-2122b92db8f0,e07fe752-6357-4f44-8035-847ae3471dba,CUBIC_FEET,145,CYLINDER,,AMBIENT_PRESSURE,AMBIENT_TEMPERATURE
,,99a5062d-0365-48b1-ba82-cc31897c1a2c,f58c4f87-1b9f-4578-8dd7-794ad56adc35,e9376f45-0618-44f5-8fb0-cabf90675318,GALLONS,0,STEEL_DRUM,,AMBIENT_PRESSURE,AMBIENT_TEMPERATURE
,,7334294a-0178-47b9-a8b1-e902ecbe7533,b540603f-d32a-44f4-9ec1-de6edf5822dd,0a070c2e-166b-406c-bc07-7e2597d173f4,GALLONS,0,STEEL_DRUM,,AMBIENT_PRESSURE,AMBIENT_TEMPERATURE
,,29f50cf1-9fcc-4d0d-bc67-e3cfec358e72,0835885d-6eae-47e8-87be-656b327ed17d,bb32086e-0fa3-48b6-ad80-66a9b268b450,GALLONS,0,STEEL_DRUM,,AMBIENT_PRESSURE,AMBIENT_TEMPERATURE
,,252f6fce-05d5-4f66-b95b-d9ef22efb2fd,f5e52940-f35e-4e23-843b-539952704202,a25b5d78-0555-4460-b796-1a00206431c4,GALLONS,0,STEEL_DRUM,,AMBIENT_PRESSURE,AMBIENT_TEMPERATURE