Facility Chemical Id,Facility Id,Chemical Id,Reporting Year,Max Amount,Average Amount,Max Amount Largest Container,Unit,Days On Site,Has Confidential Storage Locations?,Always report this chemical even when it is below reporting thresholds
e40cd4b0-6fa4-444f-8b74-9bbef7dd981e,49b18507-9614-424b-8b9f-7b35efbb4ba1,e40cd4b0-6fa4-444f-8b74-9bbef7dd981e,2023,0.0,0.0,0.0,GALLONS,365,FALSE,TRUE
c9314fcb-bf89-4aae-8f4b-b835897586f1,49b18507-9614-424b-8b9f-7b35efbb4ba1,c9314fcb-bf89-4aae-8f4b-b835897586f1,2023,12.5,12.5,0.0,GALLONS,365,FALSE,TRUE
80641344-b1c6-4289-89b2-448da391e748,49b18507-9614-424b-8b9f-7b35efbb4ba1,80641344-b1c6-4289-89b2-448da391e748,2023,0.0,0.0,0.0,GALLONS,365,FALSE,TRUE
6f17d373-fe6f-45ae-a656-6092d4632c22,49b18507-9614-424b-8b9f-7b35efbb4ba1,6f17d373-fe6f-45ae-a656-6092d4632c22,2023,0.0,0.0,0.0,GALLONS,365,FALSE,TRUE
ec1d331b-e3d7-45fb-875c-b053066704c1,49b18507-9614-424b-8b9f-7b35efbb4ba1,ec1d331b-e3d7-45fb-875c-b053066704c1,2023,1000.0,1000.0,0.0,GALLONS,365,FALSE,TRUE
25f58628-f45d-48a3-a714-3b9c1d9f1eb6,49b18507-9614-424b-8b9f-7b35efbb4ba1,25f58628-f45d-48a3-a714-3b9c1d9f1eb6,2023,12.5,12.5,0.0,GALLONS,365,FALSE,TRUE
b37de071-4e1a-430c-97cc-7cd9a35aba80,49b18507-9614-424b-8b9f-7b35efbb4ba1,b37de071-4e1a-430c-97cc-7cd9a35aba80,2023,0.0,0.0,0.0,GALLONS,365,FALSE,TRUE
a8d21118-aea1-4aac-ab42-438c3ae3c4b6,49b18507-9614-424b-8b9f-7b35efbb4ba1,a8d21118-aea1-4aac-ab42-438c3ae3c4b6,2023,0.0,0.0,0.0,GALLONS,365,FALSE,TRUE
da5142bf-0af0-458f-b580-baa5e4440063,49b18507-9614-424b-8b9f-7b35efbb4ba1,da5142bf-0af0-458f-b580-baa5e4440063,2023,0.0,0.0,0.0,GALLONS,365,FALSE,TRUE
e227cefe-3947-4a37-81d2-aac96d800f3d,49b18507-9614-424b-8b9f-7b35efbb4ba1,e227cefe-3947-4a37-81d2-aac96d800f3d,2023,0.0,0.0,0.0,GALLONS,365,FALSE,TRUE
37f5383a-80d5-4dac-b6b3-9be14a85bb38,49b18507-9614-424b-8b9f-7b35efbb4ba1,37f5383a-80d5-4dac-b6b3-9be14a85bb38,2023,0.0,0.0,0.0,GALLONS,365,FALSE,TRUE
18cdf8bb-92c5-48fe-8635-c9a49bcec807,49b18507-9614-424b-8b9f-7b35efbb4ba1,18cdf8bb-92c5-48fe-8635-c9a49bcec807,2023,0.0,0.0,0.0,GALLONS,365,FALSE,TRUE
207ddbcf-d9c1-438a-82d2-ccaf95e73114,49b18507-9614-424b-8b9f-7b35efbb4ba1,207ddbcf-d9c1-438a-82d2-ccaf95e73114,2023,25.0,25.0,0.0,GALLONS,365,FALSE,TRUE
cd6b47e4-7689-4f22-b1b0-6374e207e457,49b18507-9614-424b-8b9f-7b35efbb4ba1,2781d8e8-0481-4859-bb40-24ab609ddcd5,2023,0.0,0.0,0.390625,GALLONS,365,FALSE,TRUE
096c2a37-33e8-46b6-a681-207adc482663,dcc55b73-0822-47e8-a18a-97561dbf735f,096c2a37-33e8-46b6-a681-207adc482663,2023,240.0,120.0,2.0,POUNDS,365,FALSE,TRUE
1936c811-91fc-4d83-a410-d532c5f74a7f,dcc55b73-0822-47e8-a18a-97561dbf735f,1936c811-91fc-4d83-a410-d532c5f74a7f,2023,600.0,600.0,4.0,POUNDS,365,FALSE,TRUE
ae38acb4-15a1-4dee-ad99-674402301172,dcc55b73-0822-47e8-a18a-97561dbf735f,ae38acb4-15a1-4dee-ad99-674402301172,2023,240.0,120.0,2.0,POUNDS,365,FALSE,TRUE
fbed212d-1ced-4bc9-851b-02658a89c132,dcc55b73-0822-47e8-a18a-97561dbf735f,fbed212d-1ced-4bc9-851b-02658a89c132,2023,60.0,30.0,0.5,GALLONS,365,FALSE,TRUE
9df4f617-8e81-4d94-b388-701d46811c63,dcc55b73-0822-47e8-a18a-97561dbf735f,9df4f617-8e81-4d94-b388-701d46811c63,2023,120.0,120.0,120.0,GALLONS,365,FALSE,TRUE
d16d3bd3-c6a6-4e2c-a65a-51c9c08d2eed,dcc55b73-0822-47e8-a18a-97561dbf735f,d16d3bd3-c6a6-4e2c-a65a-51c9c08d2eed,2023,120.0,120.0,120.0,LITERS,365,FALSE,TRUE
7fb00770-2f88-4a31-acdb-4aa58389788a,dcc55b73-0822-47e8-a18a-97561dbf735f,7fb00770-2f88-4a31-acdb-4aa58389788a,2023,240.0,240.0,240.0,LITERS,365,FALSE,TRUE
ca21cb68-f920-43be-a4fa-878b3daea927,dcc55b73-0822-47e8-a18a-97561dbf735f,ca21cb68-f920-43be-a4fa-878b3daea927,2023,240.0,240.0,240.0,GALLONS,365,FALSE,TRUE
1ea66df5-0671-4ea3-82ec-b38d6f874ddd,dcc55b73-0822-47e8-a18a-97561dbf735f,1ea66df5-0671-4ea3-82ec-b38d6f874ddd,2023,240.0,240.0,240.0,GALLONS,365,FALSE,TRUE
ed874546-3dbb-4d13-8363-b3e42bc1052b,dcc55b73-0822-47e8-a18a-97561dbf735f,ed874546-3dbb-4d13-8363-b3e42bc1052b,2023,120.0,120.0,120.0,POUNDS,365,FALSE,TRUE
9745dde9-55e0-4d14-9ab1-d13da5cd4079,dcc55b73-0822-47e8-a18a-97561dbf735f,9745dde9-55e0-4d14-9ab1-d13da5cd4079,2023,0.0,0.0,10.0,POUNDS,365,FALSE,TRUE
60070f8a-5ebe-445a-95a7-7a07398cbb7a,dcc55b73-0822-47e8-a18a-97561dbf735f,60070f8a-5ebe-445a-95a7-7a07398cbb7a,2023,10.0,10.0,10.0,POUNDS,365,FALSE,TRUE
1732d325-3968-4088-bbd7-b7798e08abe5,dcc55b73-0822-47e8-a18a-97561dbf735f,1732d325-3968-4088-bbd7-b7798e08abe5,2023,120.0,120.0,120.0,GALLONS,365,FALSE,TRUE
35dd7569-07f4-4b50-9036-ad5648df37e5,dcc55b73-0822-47e8-a18a-97561dbf735f,35dd7569-07f4-4b50-9036-ad5648df37e5,2023,500.0,500.0,500.0,GALLONS,365,FALSE,TRUE
94ffd1f5-f6f8-4c3a-9c2f-c7ee92f607f9,dcc55b73-0822-47e8-a18a-97561dbf735f,94ffd1f5-f6f8-4c3a-9c2f-c7ee92f607f9,2023,1500.0,1500.0,1500.0,GALLONS,365,FALSE,TRUE
9ac1cd6a-1b2f-4009-9f45-15c30789b2e9,dcc55b73-0822-47e8-a18a-97561dbf735f,9ac1cd6a-1b2f-4009-9f45-15c30789b2e9,2023,10.0,10.0,10.0,GALLONS,365,FALSE,TRUE
920c8071-e479-435f-811d-1a04dead39f7,dcc55b73-0822-47e8-a18a-97561dbf735f,2781d8e8-0481-4859-bb40-24ab609ddcd5,2023,0.0,0.0,0.0,GALLONS,365,FALSE,TRUE
7d4523c2-0a7e-4b78-b320-4bc205a177ac,dcc55b73-0822-47e8-a18a-97561dbf735f,1b5dcd64-a55c-40f6-8be0-307059992577,2023,200.0,200.0,200.0,GALLONS,365,FALSE,TRUE
4f3b2eb5-fa97-4afc-90c3-3f96279204b5,b66a0187-e901-4d48-8539-4c9270e7180c,4f3b2eb5-fa97-4afc-90c3-3f96279204b5,2023,300.0,300.0,300.0,POUNDS,365,FALSE,TRUE
6cf9234f-43a6-498f-889e-d353bc9adeba,b66a0187-e901-4d48-8539-4c9270e7180c,6cf9234f-43a6-498f-889e-d353bc9adeba,2023,75.0,75.0,75.0,POUNDS,365,FALSE,TRUE
b1e1f02c-15e8-457b-9b3a-e08ae1fe0cbe,b66a0187-e901-4d48-8539-4c9270e7180c,b1e1f02c-15e8-457b-9b3a-e08ae1fe0cbe,2023,180.0,180.0,180.0,POUNDS,365,FALSE,TRUE
45d9f40f-ace3-492a-9cb6-2988f1abc5f3,b66a0187-e901-4d48-8539-4c9270e7180c,45d9f40f-ace3-492a-9cb6-2988f1abc5f3,2023,50.0,50.0,50.0,POUNDS,365,FALSE,TRUE
8847bf7c-3a58-4293-8c02-3709e2502c87,b66a0187-e901-4d48-8539-4c9270e7180c,2781d8e8-0481-4859-bb40-24ab609ddcd5,2023,0.078125,0.03125,0.078125,GALLONS,365,FALSE,TRUE
274f7e69-fc5f-47ce-974c-954bf0154b0e,b66a0187-e901-4d48-8539-4c9270e7180c,1b5dcd64-a55c-40f6-8be0-307059992577,2023,55.0,55.0,55.0,GALLONS,365,FALSE,TRUE
