Facility ID,Facility Chemical Storage Location ID,Facility Chemical ID,Storage Location ID,Unit,Max Amount,Storage Type,Storage Type Description,Pressure,Temperature
301348ed-01a8-485b-822e-a2f3fdf08995,6f8f2d96-46de-49f0-ba48-9aa1fc43ad3b,ca715237-4b95-424d-b21e-865b5c60f848,7481e2e2-50f4-4352-9e1a-5f92fe2e62bc,OUNCES,999,PLASTIC_BOTTLE,Parts department west wall shelves,AMBIENT_PRESSURE,AMBIENT_TEMPERATURE
301348ed-01a8-485b-822e-a2f3fdf08995,72da147f-f170-4d80-9f04-0bcd78b9213d,364d85c8-7f9f-4534-9df8-012245f78d33,97b4b414-31d2-4676-9599-be92ec451a58,OUNCES,0,CAN,Parts department west wall shelves,AMBIENT_PRESSURE,AMBIENT_TEMPERATURE
301348ed-01a8-485b-822e-a2f3fdf08995,ac9fa2cc-6a25-4278-80e6-7b4d7d82e28d,31d9743b-1daa-4b66-bcde-5a2162a9cb33,885fa35f-d8b1-4a96-8a51-dac04182d568,OUNCES,99990,PLASTIC_BOTTLE,Parts department west wall shelves,AMBIENT_PRESSURE,AMBIENT_TEMPERATURE
301348ed-01a8-485b-822e-a2f3fdf08995,03236e45-1ccb-4c94-a61e-cf53477848f2,09144c5e-f3bd-40f2-8c72-fac11c8adcfc,4995cc54-80a5-4867-b60b-72ff43733a29,QUARTS,0,PLASTIC_BOTTLE,Parts department west wall shelves,AMBIENT_PRESSURE,AMBIENT_TEMPERATURE
301348ed-01a8-485b-822e-a2f3fdf08995,7b680b61-c443-4616-ab6a-c9477f96704b,7b1439d0-2aea-41ad-92b9-7d4da9345a21,c968f7a7-2804-4a37-95db-7aef5041a9b4,GALLONS,0,CAN,Parts department west wall shelves,AMBIENT_PRESSURE,AMBIENT_TEMPERATURE
301348ed-01a8-485b-822e-a2f3fdf08995,33506863-3489-473f-8f2d-3e72b0efdde0,79ebb312-27e1-49bd-a5c2-da0953d3468e,0b315e77-5a41-4e0a-b7f7-37ba484b52dc,QUARTS,0,CAN,Locker room,AMBIENT_PRESSURE,AMBIENT_TEMPERATURE
301348ed-01a8-485b-822e-a2f3fdf08995,212bf83b-7f96-47c9-b8b2-3322acbd7128,c6072e0d-c30a-4a93-ad0c-9201d81c877e,7cf6535a-b327-40fe-b89a-0db06dc7195e,CUBIC_FEET,0,CYLINDER,Parts department west wall shelves,AMBIENT_PRESSURE,AMBIENT_TEMPERATURE
301348ed-01a8-485b-822e-a2f3fdf08995,343e5db6-5b22-4807-a16f-2f65058087c7,99408f92-f245-4366-badf-3193864218a7,e8fd7e7f-0f14-46e3-8137-cfb3cc6c812b,QUARTS,2,CAN,Parts department west wall shelves,AMBIENT_PRESSURE,AMBIENT_TEMPERATURE
301348ed-01a8-485b-822e-a2f3fdf08995,30a55869-26f2-4018-864b-58e86cbdaad3,1e77ddf9-7001-482f-aa12-46ab9ff2a553,00792205-e687-4419-9dad-03a45c2f0a93,QUARTS,99,PLASTIC_BOTTLE,Parts department west wall shelves,AMBIENT_PRESSURE,AMBIENT_TEMPERATURE
301348ed-01a8-485b-822e-a2f3fdf08995,cc8b954a-f76a-48f4-ab42-8a8933b34111,aa5b21a7-a4d1-4194-af1e-38c394259211,ff12d981-32f0-4313-bcc9-389ce8816906,QUARTS,9,PLASTIC_BOTTLE,Parts department receiving bay,AMBIENT_PRESSURE,AMBIENT_TEMPERATURE
301348ed-01a8-485b-822e-a2f3fdf08995,9f3248e8-ec8c-4e52-92a3-f636d159b505,30ac8f0f-3a67-4666-b114-96f27eb7fffd,6175ce12-a2a1-4325-aa2c-ccd37fe80d45,QUARTS,999,PLASTIC_BOTTLE,on shelf ,AMBIENT_PRESSURE,AMBIENT_TEMPERATURE
301348ed-01a8-485b-822e-a2f3fdf08995,1a2e5a29-d9f9-4d8a-9101-3bab322b5eaa,51e576f9-66ba-4671-9b44-c30bef797499,511565ab-2970-4d4b-94b6-a0c01b969146,GALLONS,0,CASE,Parts department west wall shelves,AMBIENT_PRESSURE,AMBIENT_TEMPERATURE
301348ed-01a8-485b-822e-a2f3fdf08995,7bd28c6e-632f-4e16-9c77-2c7d66b55eb3,4c96bad4-8a8a-437f-b7f4-60df447776fc,f35b651b-2e6d-40db-b9d8-89da5f267934,GALLONS,2,PLASTIC_BOTTLE,Parts Department west wall shelves,AMBIENT_PRESSURE,AMBIENT_TEMPERATURE
301348ed-01a8-485b-822e-a2f3fdf08995,2629bc3f-9d6e-4eca-80b9-deec5ff9c86b,9aa60d8c-076e-4f86-83c7-06198f950f7b,deef1c0b-a291-4982-8cf2-c975fde1a999,QUARTS,99,PLASTIC_BOTTLE,Parts department west wall shelves,AMBIENT_PRESSURE,AMBIENT_TEMPERATURE
301348ed-01a8-485b-822e-a2f3fdf08995,73ea0866-dec2-46f3-9ce6-060290d00d04,0923217c-cb92-48cd-88b2-1dfe09512683,59822019-7867-4323-a5aa-c703b0c9da4a,QUARTS,999,PLASTIC_BOTTLE,Parts department second floor,AMBIENT_PRESSURE,AMBIENT_TEMPERATURE
301348ed-01a8-485b-822e-a2f3fdf08995,7bbe0e1c-8f0a-48bb-ab6a-da62814a9349,cbaa07da-3a98-4d1b-8308-a7681be93319,dde5b923-d96c-4e81-87ec-76e0f617611f,OUNCES,1,PLASTIC_BOTTLE,had in for a special car stored on shelf,AMBIENT_PRESSURE,AMBIENT_TEMPERATURE
301348ed-01a8-485b-822e-a2f3fdf08995,d5732db7-a484-4c6b-ba84-2296420f1156,de8341e1-0ecd-404b-9805-9fffe890e669,1d85ff51-0224-4ec1-a375-3b133fbe1e2c,POUNDS,2,CYLINDER,Parts department west wall shelves,AMBIENT_PRESSURE,AMBIENT_TEMPERATURE
301348ed-01a8-485b-822e-a2f3fdf08995,989c2ff8-7aec-4c50-87c0-af1d0a71206c,9750b0c1-c9cb-4527-8e4e-add1e05db280,90530f6a-adad-4dad-bccc-c2d2ade3da4f,OUNCES,1,PLASTIC_BOTTLE,Parts department second floor,AMBIENT_PRESSURE,AMBIENT_TEMPERATURE
301348ed-01a8-485b-822e-a2f3fdf08995,22f41066-b1a6-4665-9b0a-b48cebf27ce1,ab742f24-4cfb-4bf1-b651-968fe83a3911,86a16fd5-d352-4505-8a1d-c9bbcb6d2f4d,OUNCES,576,PLASTIC_BOTTLE,Parts department west wall shelves,AMBIENT_PRESSURE,AMBIENT_TEMPERATURE
301348ed-01a8-485b-822e-a2f3fdf08995,521f1108-96be-46bd-bc0d-4977d65c4e56,7a02c522-1ed5-4de0-aa85-ce6ad5e5ca12,c3faddf1-1da7-4691-a191-0c68278c8c5c,POUNDS,999,CYLINDER,south east of shop,AMBIENT_PRESSURE,AMBIENT_TEMPERATURE
301348ed-01a8-485b-822e-a2f3fdf08995,6171dca7-e76a-4270-b4a7-cfd0c8e1392a,ca496247-83b1-4e53-b780-bdd19d4b3d91,7575bab4-28f9-4dd5-baa7-b5e269eabaa4,QUARTS,4,PLASTIC_BOTTLE,parts room,AMBIENT_PRESSURE,AMBIENT_TEMPERATURE
6eb9cc89-1aac-4d4f-b08e-7576b684d308,d1243a73-5e85-4732-beaf-a21a63bf52e7,8f29dfed-c702-4c5b-b6ae-d2c16c20f69c,9029e620-ef4b-4159-a536-4663b35a05d2,POUNDS,30,CYLINDER,Parts department ,AMBIENT_PRESSURE,AMBIENT_TEMPERATURE
6eb9cc89-1aac-4d4f-b08e-7576b684d308,dea37dea-ab9f-42d1-bca4-0b2013f4771b,da467bf7-b6c0-4195-a9f8-3a02d93f1d06,dea7d6ee-0f0e-4f05-bcab-5cf43071d831,OUNCES,16,CYLINDER,south east of shop,AMBIENT_PRESSURE,AMBIENT_TEMPERATURE
6eb9cc89-1aac-4d4f-b08e-7576b684d308,69efb868-abb5-4e7e-9f01-3842404080e7,4ebb2f00-5676-45d0-b9d3-f83d72dd9500,9589c895-4848-40c3-82f7-6dbddd6821d8,GALLONS,999,PLASTIC_BOTTLE,south east of shop,AMBIENT_PRESSURE,AMBIENT_TEMPERATURE
6eb9cc89-1aac-4d4f-b08e-7576b684d308,f3916771-88a7-452e-8091-68a2b49f43ab,df1487df-c4fd-45ec-a359-9232c704ef3e,b6ef2429-f0fb-429a-b41a-29cd7db102da,OUNCES,8,PLASTIC_BOTTLE,southeast of shop,AMBIENT_PRESSURE,AMBIENT_TEMPERATURE
6eb9cc89-1aac-4d4f-b08e-7576b684d308,1852631e-bf73-42d6-ad47-c524d3ac25cb,81fdde31-ddfc-4d33-8464-d78dd16d5fa8,d3a679dc-d4c5-4947-ba24-97c3ee10965e,POUNDS,5,STEEL_DRUM,south east side of shop,AMBIENT_PRESSURE,AMBIENT_TEMPERATURE
6eb9cc89-1aac-4d4f-b08e-7576b684d308,fd268e7c-40bc-463c-bf9b-99700522f55f,9ac89b52-1f9c-4594-8d83-c4df707287ef,ae908346-c198-40a4-88c8-5f9f3b6a055c,POUNDS,100,CYLINDER,Parts department ,AMBIENT_PRESSURE,AMBIENT_TEMPERATURE
6eb9cc89-1aac-4d4f-b08e-7576b684d308,efd6cb8e-1573-4ab5-a897-b79bc726eb5e,78454019-521f-40cf-b60c-9842f6c1e475,78de2027-3cb9-447e-b3a7-9630547e1dd5,POUNDS,50,TANK_INSIDE_BUILDING,Parts department ,AMBIENT_PRESSURE,AMBIENT_TEMPERATURE
6eb9cc89-1aac-4d4f-b08e-7576b684d308,15eb3767-8971-4714-838c-d980ad28480d,577d7dac-19fa-41d4-84a4-e6f88b3494ba,85ea0b93-6d67-49fa-8724-44d24043ac48,OUNCES,99,CAN,Parts department ,AMBIENT_PRESSURE,AMBIENT_TEMPERATURE
6eb9cc89-1aac-4d4f-b08e-7576b684d308,dbada67c-144b-4bc1-950a-20698a3c3cf7,c2f9bb44-d0d5-4e88-b456-b8c00fbf296e,f6436cff-25b6-4e47-a0a7-bb064197edfe,OUNCES,999,PLASTIC_BOTTLE,Parts department ,AMBIENT_PRESSURE,AMBIENT_TEMPERATURE
6eb9cc89-1aac-4d4f-b08e-7576b684d308,9cfb5f7c-98ca-4fb9-9f5d-ee07b0dac531,2ccc67b0-a67b-4e18-af42-53342b95c952,5661f4e1-0fa6-4dd6-bafb-54f8d14a2b66,OUNCES,99999,BOX,Parts department ,AMBIENT_PRESSURE,AMBIENT_TEMPERATURE
6eb9cc89-1aac-4d4f-b08e-7576b684d308,5424c35b-57e8-4381-805c-f26740361d17,3a8675b0-fe8d-486f-a191-ae66c9bc130a,e07889ec-e74a-451f-85bc-d7273a69e848,OUNCES,99999,CAN,Parts department ,AMBIENT_PRESSURE,AMBIENT_TEMPERATURE
6eb9cc89-1aac-4d4f-b08e-7576b684d308,3b2e83e2-083d-4e78-93a1-73480ce8e6bd,a7d98aba-75f2-426d-917d-cae78190eedc,db7ef2ac-1737-4d1a-85e5-d96ca55b1195,QUARTS,99,PLASTIC_BOTTLE,Parts department ,AMBIENT_PRESSURE,AMBIENT_TEMPERATURE
6eb9cc89-1aac-4d4f-b08e-7576b684d308,9010bab7-ad59-4324-ab98-ba565bd5f7c8,fa9e3b0e-3796-42ce-bac0-d7cdc2268c4d,9db2b94c-614c-4199-bfbb-242a872e2f8b,QUARTS,999,PLASTIC_BOTTLE,Parts department ,AMBIENT_PRESSURE,AMBIENT_TEMPERATURE
6eb9cc89-1aac-4d4f-b08e-7576b684d308,435e282c-af0e-410c-bc15-d337a7347479,2022f22c-ddc9-4b05-8b3c-59906893aad5,c4e9586b-f2ae-4ae1-ab6b-7e65c6e08de8,QUARTS,999,PLASTIC_BOTTLE,Parts department ,AMBIENT_PRESSURE,AMBIENT_TEMPERATURE
6eb9cc89-1aac-4d4f-b08e-7576b684d308,e6b79cea-7eeb-438e-b343-c0a343c9389c,0c64ee57-df11-40b7-a989-fa2a6abae748,d9b5436e-a2af-4a5d-a80e-ba3bada17843,OUNCES,99,CAN,Parts department ,AMBIENT_PRESSURE,AMBIENT_TEMPERATURE
6eb9cc89-1aac-4d4f-b08e-7576b684d308,fc91aefe-3881-45fe-a9c1-a6af2973e438,c2d9f0bf-dfed-43de-a6a0-08e6bcecc57c,d6cf219f-508b-44f2-b665-ecfb4fae05fd,OUNCES,999,CAN,Parts department ,AMBIENT_PRESSURE,AMBIENT_TEMPERATURE
6eb9cc89-1aac-4d4f-b08e-7576b684d308,9711f7be-9860-490b-bc05-402a6c5cf24e,7741efef-a1f3-47f4-b28b-439a8ddf1f5d,4df109c3-a222-4981-a902-a4076dbdeeed,GALLONS,9999,PLASTIC_BOTTLE,Storage shed,AMBIENT_PRESSURE,AMBIENT_TEMPERATURE
6eb9cc89-1aac-4d4f-b08e-7576b684d308,446e65c9-4cc4-43c5-a2b0-de397f7e6648,96b9ad75-3330-4ac4-8ce0-49ffcb6e4484,7447d018-852c-4e7d-9f25-5a3de2e9e3af,OUNCES,99,PLASTIC_BOTTLE,Storage shed,AMBIENT_PRESSURE,AMBIENT_TEMPERATURE
6eb9cc89-1aac-4d4f-b08e-7576b684d308,6349f1bd-5328-48f8-a0f9-268b9101b054,0c797d87-17f0-447f-a8b4-70afd6427ab6,feae4193-f121-4320-9615-25f9f6ca795a,GALLONS,99,STEEL_DRUM,Storage shed,AMBIENT_PRESSURE,AMBIENT_TEMPERATURE
6eb9cc89-1aac-4d4f-b08e-7576b684d308,a35e792f-2dce-4423-a24f-e0243d56f2d7,d7f61988-3ac9-425a-b3ad-f9c789370039,e1e9d026-642d-4ee2-ba65-d9565f3f807b,GALLONS,5,PLASTIC_NON_METALLIC_DRUM,Parts department ,AMBIENT_PRESSURE,AMBIENT_TEMPERATURE
6eb9cc89-1aac-4d4f-b08e-7576b684d308,44ddfa4e-357d-4692-8629-c580768ecc71,5f01fb73-8bf0-47a1-b6bb-bcaf54a43cc7,b0bf4fd3-2202-4a63-b551-00dccea4ab7d,GALLONS,99,PLASTIC_NON_METALLIC_DRUM,Parts department ,AMBIENT_PRESSURE,AMBIENT_TEMPERATURE
6eb9cc89-1aac-4d4f-b08e-7576b684d308,0d43a20d-8623-489d-a43d-b230ba150b6e,dcabb816-d626-4e96-98ae-bf447161ba80,0c966594-7206-4af3-bb02-6dfb51c49e9b,QUARTS,99,PLASTIC_BOTTLE,Parts department ,AMBIENT_PRESSURE,AMBIENT_TEMPERATURE
6eb9cc89-1aac-4d4f-b08e-7576b684d308,542ed712-3450-4cf8-8820-c5e835019e47,3cf28a6c-7a63-4eed-afd7-17d2845f9777,4626f247-817c-43d9-a335-90d211d90929,OUNCES,10,BOX,Parts Department ,AMBIENT_PRESSURE,AMBIENT_TEMPERATURE
6eb9cc89-1aac-4d4f-b08e-7576b684d308,e47fb819-79f5-473a-bbdd-0744252a78c4,39f8a4c1-566d-4956-863d-b393c26e9d28,69da5a4a-811e-4487-b54f-d169a6aea2b6,OUNCES,999,BOX,Parts department ,AMBIENT_PRESSURE,AMBIENT_TEMPERATURE
6eb9cc89-1aac-4d4f-b08e-7576b684d308,c0d4f95f-f38c-4933-a147-375a9291886c,9f99aad7-ca94-401d-9fdf-cad86abfe665,1b8c0a1c-33e1-40d0-906d-ce461266dae7,OUNCES,999,BOX,Parts Department Second Floor,AMBIENT_PRESSURE,AMBIENT_TEMPERATURE
6eb9cc89-1aac-4d4f-b08e-7576b684d308,ac0f9074-be76-452e-8fa9-b188ef9c23d6,3b6895be-077a-4641-93fa-a8950e6ca664,94b6a23e-07da-4a0a-90bf-685bbd1ec95e,OUNCES,99,BOX,Service bay,AMBIENT_PRESSURE,AMBIENT_TEMPERATURE
6eb9cc89-1aac-4d4f-b08e-7576b684d308,d2704a6c-1463-4e6a-8629-f24a351f2cbf,1dd0bdda-ed9b-40ca-81bf-65a540e6f58e,ab626f0b-14fe-4ff3-9973-08c44332c72a,OUNCES,999,CAN,Service bay mezzanine,AMBIENT_PRESSURE,AMBIENT_TEMPERATURE
6eb9cc89-1aac-4d4f-b08e-7576b684d308,9a03406a-5b5b-41cd-914b-65e177ca52e1,a9850eb3-bfc0-4b14-bef3-4644b93042a0,062f2875-721f-481a-a892-b72995559c89,CUBIC_FEET,9999,CYLINDER,Service bay mezzanine ,AMBIENT_PRESSURE,AMBIENT_TEMPERATURE
6eb9cc89-1aac-4d4f-b08e-7576b684d308,4b5e88f1-7b8b-44f7-82a2-351fc20e21ed,28910943-fbb1-41b5-bb25-09d687d8822d,aef9731a-54ed-49cc-b156-c5c612e42ffc,CUBIC_FEET,99,CYLINDER,Service bay,AMBIENT_PRESSURE,AMBIENT_TEMPERATURE
6eb9cc89-1aac-4d4f-b08e-7576b684d308,7676d27b-b1e1-448e-869f-a9bc7ba3b422,3dc2f76e-0d52-4577-8cad-5a22ade3987f,126e8501-becf-4382-8ecd-afee0a5adea0,GALLONS,500,TANK_INSIDE_BUILDING,Storage shed,AMBIENT_PRESSURE,AMBIENT_TEMPERATURE
6eb9cc89-1aac-4d4f-b08e-7576b684d308,f672a5f3-5f62-41c7-95cd-d796c6e21c9d,32a53778-ad81-471c-b055-e06e07fe1515,e0868a33-9aa9-4bda-ae9a-bd4c65ff8623,GALLONS,500,TANK_INSIDE_BUILDING,in stock in shelf,AMBIENT_PRESSURE,AMBIENT_TEMPERATURE
6eb9cc89-1aac-4d4f-b08e-7576b684d308,262c373a-5dda-4013-902f-8b3ed72871bc,5ff7449f-f93c-4e70-809a-646f42bc980f,778fc259-8fa6-463b-b318-0484f2e27ac9,CUBIC_FEET,999,CYLINDER,southeast of shop ,AMBIENT_PRESSURE,AMBIENT_TEMPERATURE
6eb9cc89-1aac-4d4f-b08e-7576b684d308,0f54224c-2f8d-4505-a6ac-8d985dea44de,51e576f9-66ba-4671-9b44-c30bef797499,087c5df5-5dae-4cf6-aacc-295782c93311,CUBIC_FEET,999,TOTE_BIN,Storage shed,AMBIENT_PRESSURE,AMBIENT_TEMPERATURE
6eb9cc89-1aac-4d4f-b08e-7576b684d308,c023cf63-7b0d-4ebe-b9c4-5d7652eb282d,4c96bad4-8a8a-437f-b7f4-60df447776fc,c66c5289-9cb6-405d-a862-2efd823125a3,GALLONS,2,PLASTIC_BOTTLE,Service bay mezzanine ,AMBIENT_PRESSURE,AMBIENT_TEMPERATURE
6eb9cc89-1aac-4d4f-b08e-7576b684d308,ac300757-db68-4664-b5eb-230a2b6e7bf4,9aa60d8c-076e-4f86-83c7-06198f950f7b,bdfa6bb2-b688-4f42-af92-fbb053c39bd5,OUNCES,8,PLASTIC_BOTTLE,the south-east side of the building top shelf unit,AMBIENT_PRESSURE,AMBIENT_TEMPERATURE
6eb9cc89-1aac-4d4f-b08e-7576b684d308,35f9ad0a-e932-498c-8bbf-d2b1b24e99ad,20dd10d9-76ab-48bf-aba0-c4173e0ee89b,21fe93b0-03ec-4263-923f-3ec0d123102e,QUARTS,99,PLASTIC_BOTTLE,Parts Department ,AMBIENT_PRESSURE,AMBIENT_TEMPERATURE
6eb9cc89-1aac-4d4f-b08e-7576b684d308,25a8d5be-474d-4b96-8d0e-903adf890be6,100c46da-68b2-45d4-a47d-2a8b38230715,71916aef-e927-42e2-a54a-51ac84df6635,GALLONS,500,TANK_INSIDE_BUILDING,back of shop,AMBIENT_PRESSURE,AMBIENT_TEMPERATURE
6eb9cc89-1aac-4d4f-b08e-7576b684d308,27103579-ebdf-4391-8074-4a685f1a94b4,0923217c-cb92-48cd-88b2-1dfe09512683,5474987d-704b-41a7-b805-d0047fd517fb,GALLONS,275,ABOVEGROUND_STORAGE_TANK,usually ordered when needed for older cars what was at dealership is now gone but usually kept on shelf,AMBIENT_PRESSURE,AMBIENT_TEMPERATURE
6eb9cc89-1aac-4d4f-b08e-7576b684d308,cb01aecf-4b1d-4d4d-b106-b1e9485704bb,cbaa07da-3a98-4d1b-8308-a7681be93319,9878f53e-92ee-4899-b19c-d96f25442c3e,OUNCES,99,PLASTIC_BOTTLE,parts back room,AMBIENT_PRESSURE,AMBIENT_TEMPERATURE
6eb9cc89-1aac-4d4f-b08e-7576b684d308,87a33220-092f-4077-8a78-2b39b917c375,de8341e1-0ecd-404b-9805-9fffe890e669,762ff1f5-f1d5-4bde-b778-59d9cc4f48c3,POUNDS,30,CYLINDER,Parts department ,AMBIENT_PRESSURE,AMBIENT_TEMPERATURE
6eb9cc89-1aac-4d4f-b08e-7576b684d308,44d58c00-65ce-4fbf-b539-948e3c2be775,9750b0c1-c9cb-4527-8e4e-add1e05db280,bfcbc0df-7803-470b-8ade-e8d0f0362850,GALLONS,1,PLASTIC_BOTTLE,Parts Department ,AMBIENT_PRESSURE,AMBIENT_TEMPERATURE
6eb9cc89-1aac-4d4f-b08e-7576b684d308,343f7cd7-a25d-4e9a-8f7f-2641fa9f3f47,ab742f24-4cfb-4bf1-b651-968fe83a3911,dcf2f789-4447-4ba6-8dbd-29e5a1c10aba,OUNCES,8,PLASTIC_BOTTLE,parts back room g ,AMBIENT_PRESSURE,AMBIENT_TEMPERATURE
6eb9cc89-1aac-4d4f-b08e-7576b684d308,d2fe68f5-79fa-4709-9da7-de94aa9bb695,e667df04-7cf4-4542-a497-e9c9e569644e,c936db76-3a8e-4bfe-83fa-c7c5a04b85b5,OUNCES,999,PLASTIC_BOTTLE,,AMBIENT_PRESSURE,AMBIENT_TEMPERATURE
6eb9cc89-1aac-4d4f-b08e-7576b684d308,7c8a3346-5c8b-4468-86d9-91cf1a9db296,7a02c522-1ed5-4de0-aa85-ce6ad5e5ca12,ba9c8d41-19c2-4193-88af-81c84c6b124f,POUNDS,30,CYLINDER,,AMBIENT_PRESSURE,AMBIENT_TEMPERATURE
6eb9cc89-1aac-4d4f-b08e-7576b684d308,49c277d3-00d8-4606-8d27-2eb2f11d980f,ca496247-83b1-4e53-b780-bdd19d4b3d91,25e3ddd8-5a69-46d3-abd8-837bca052368,OUNCES,8,PLASTIC_BOTTLE,,AMBIENT_PRESSURE,AMBIENT_TEMPERATURE